curah_hujan,kemiringan,banjir_histori
0.8004385964912281,0.09333333333333334,0.6666666666666666
0.8267543859649122,0.04,0.0
0.8098370927318296,0.06666666666666667,0.16666666666666666
0.9458020050125313,0.10666666666666667,0.8333333333333333
0.8439849624060151,0.13333333333333333,0.16666666666666666
0.7835213032581453,0.08,0.5
0.781641604010025,0.10666666666666667,0.16666666666666666
0.7857142857142857,0.04,0.3333333333333333
0.8192355889724311,0.05333333333333334,0.16666666666666666
0.8358395989974937,0.013333333333333334,0.3333333333333333
0.8261278195488722,0.09333333333333334,0.5
0.837719298245614,0.08,0.3333333333333333
0.8336466165413533,0.02666666666666667,0.0
0.8928571428571428,0.10666666666666667,0.6666666666666666
0.7976190476190476,0.05333333333333334,0.5
0.856516290726817,0.12000000000000001,0.3333333333333333
0.8427318295739348,0.05333333333333334,0.16666666666666666
0.8681077694235588,0.09333333333333334,0.6666666666666666
0.8894110275689223,0.06666666666666667,0.6666666666666666
0.9718045112781954,0.04,0.8333333333333333
0.8117167919799498,0.08,0.5
0.8649749373433584,0.04,0.3333333333333333
0.8389724310776943,1.0,0.5
0.8117167919799498,0.02666666666666667,0.3333333333333333
0.9868421052631579,0.10666666666666667,0.8333333333333333
0.837719298245614,0.12000000000000001,0.5
0.8038847117794486,0.02666666666666667,0.6666666666666666
0.8395989974937343,0.04,0.5
0.9257518796992481,0.10666666666666667,1.0
0.8549498746867168,0.09333333333333334,0.3333333333333333
0.8399122807017544,0.12000000000000001,0.0
0.8602756892230576,0.09333333333333334,0.0
0.8897243107769424,0.0,0.6666666666666666
0.8634085213032581,0.02666666666666667,0.5
0.8255012531328321,0.02666666666666667,0.5
0.8286340852130326,0.02666666666666667,0.3333333333333333
0.8117167919799498,0.08,0.5
0.9934210526315789,0.05333333333333334,0.6666666666666666
0.856829573934837,0.02666666666666667,0.5
0.8865914786967418,0.02666666666666667,0.6666666666666666
0.8681077694235588,0.05333333333333334,0.3333333333333333
0.8439849624060151,0.02666666666666667,0.6666666666666666
0.881265664160401,0.04,0.5
0.9304511278195489,0.04,0.3333333333333333
0.8922305764411027,0.02666666666666667,0.6666666666666666
0.875,0.02666666666666667,0.5
0.8975563909774436,0.02666666666666667,0.5
0.837719298245614,0.09333333333333334,0.3333333333333333
0.8712406015037594,0.06666666666666667,0.3333333333333333
0.9332706766917293,0.05333333333333334,0.6666666666666666
0.8671679197994987,0.02666666666666667,0.5
0.8370927318295739,0.02666666666666667,0.5
0.8333333333333333,0.09333333333333334,0.3333333333333333
0.8903508771929824,0.08,0.3333333333333333
0.9692982456140351,0.10666666666666667,0.6666666666666666
0.8941102756892231,0.05333333333333334,0.5
0.8681077694235588,0.04,0.5
0.8577694235588972,0.02666666666666667,0.3333333333333333
0.8101503759398496,0.10666666666666667,0.16666666666666666
0.8427318295739348,0.08,0.3333333333333333
0.8909774436090225,0.02666666666666667,0.5
0.8916040100250626,0.04,0.6666666666666666
0.8734335839598997,0.02666666666666667,0.3333333333333333
0.8101503759398496,0.02666666666666667,0.3333333333333333
0.8439849624060151,0.02666666666666667,0.5
0.806390977443609,0.04,0.3333333333333333
0.8255012531328321,0.05333333333333334,0.3333333333333333
0.8255012531328321,0.05333333333333334,0.6666666666666666
0.6152882205513784,0.09333333333333334,0.16666666666666666
0.6531954887218044,0.08,0.16666666666666666
0.7453007518796992,0.06666666666666667,0.16666666666666666
0.6572681704260651,0.06666666666666667,0.5
0.7728696741854636,0.06666666666666667,0.3333333333333333
0.8555764411027569,0.05333333333333334,0.3333333333333333
0.6359649122807017,0.02666666666666667,0.3333333333333333
0.8364661654135338,0.02666666666666667,0.6666666666666666
0.887531328320802,0.02666666666666667,0.6666666666666666
0.9060150375939849,0.02666666666666667,0.6666666666666666
0.8724937343358395,0.02666666666666667,0.6666666666666666
0.668546365914787,0.013333333333333334,0.5
0.7810150375939849,0.02666666666666667,0.3333333333333333
0.8004385964912281,0.04,0.6666666666666666
0.6864035087719298,0.013333333333333334,0.6666666666666666
0.8552631578947368,0.02666666666666667,0.6666666666666666
0.8389724310776943,0.013333333333333334,0.3333333333333333
0.8289473684210527,0.02666666666666667,0.5
0.8684210526315789,0.02666666666666667,0.5
0.8906641604010025,0.013333333333333334,0.5
0.8007518796992481,0.02666666666666667,0.6666666666666666
0.625,0.013333333333333334,0.3333333333333333
0.8383458646616541,0.013333333333333334,0.5
0.5886591478696742,0.02666666666666667,0.3333333333333333
0.9999999999999999,0.04,0.6666666666666666
0.9191729323308271,0.04,0.5
0.9755639097744361,0.02666666666666667,0.6666666666666666
0.9307644110275689,0.013333333333333334,0.5
0.8239348370927319,0.02666666666666667,0.5
0.8671679197994987,0.05333333333333334,0.5
0.75,0.10666666666666667,0.3333333333333333
0.8352130325814536,0.04,0.5
0.900375939849624,0.09333333333333334,0.5
0.9761904761904762,0.013333333333333334,0.5
0.9943609022556391,0.09333333333333334,0.5
0.856829573934837,0.04,0.6666666666666666
0.8411654135338346,0.06666666666666667,0.5
0.9370300751879699,0.08,0.6666666666666666
0.9636591478696741,0.05333333333333334,0.6666666666666666
0.0,0.10666666666666667,1.0
